response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note
Phase 1: Best Retriever-Hybrid-15,Hybrid,15,depression,suicidal,"Label: suicidal|depression
Evidence: [8] says: ""Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change in appetite (diminished or increased) or significant weight change (gain or loss) • Psychomotor agitation or retardation (observable by others, not merely subjective feelings of restlessness or being slowed down) • Reduced energy, fatigue or marked tiredness following the expenditure of only a minimum of effort • The symptoms are not better accounted for by bereavement.""
Justification: The post describes a sense of hopelessness, lack of motivation, and a belief that life has no meaning, which aligns with the criteria for depression. The mention of ""suicidal ideation"" and the context of feeling overwhelmed by life's trivialities supports the diagnosis of depression. The evidence from ICD-11 indicates that such symptoms can be indicative of a mood disorder, and the post reflects a state of significant distress and impairment in functioning.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A73_essential_features_p1 || [4] 6A73_boundary_with_normality_p1 || [5] 6A71_essential_features_p1 || [6] 6A62_essential_features_p1 || [7] 6A62_boundary_with_normality_p1 || [8] 6A8Z_essential_features_p1 || [9] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-16,Hybrid,16,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""persistent thoughts that harm or some other untoward event (e.g. being kidnapped) will lead to separation; recurrent excessive distress (e.g. tantrums, social withdrawal) related to being separated from the attachment figure; reluctance or refusal to go to sleep without being near the attachment figure; recurrent nightmares about separation; physical symptoms such as nausea, vomiting, stomach pain or headache on occasions that involve separation from the attachment figure, such as leaving home to go to school or work.""
Justification: The post mentions feelings of loneliness, attachment, and jealousy, and the speaker expresses a desire to be close to people but also a sense of despair and inability to form friendships. The mention of ""pathetic"" and ""sad"" emotions, along with the persistent thoughts about separation and the impact on their ability to form relationships, aligns with the diagnostic criteria for suicidal ideation.",[1] 6B05_essential_features_p1 || [2] 6B24_essential_features_p1 || [3] 6B44_essential_features_p1 || [4] 6B04_essential_features_p1 || [5] 6B41_essential_features_p1 || [6] 6B05_boundary_with_normality_p1 || [7] 6B44_boundary_with_normality_p1 || [8] 6B04_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-17,Hybrid,17,depression,depression,"Label: depression
Evidence: [2] says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post describes persistent depressive symptoms, including suicidal thoughts, and a sense of loss of identity due to caregiving responsibilities. The text reflects a pattern of depressive symptoms, with a focus on self-sacrifice and a lack of personal fulfillment, which aligns with the criteria for depression as outlined in ICD-11.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A73_essential_features_p1 || [6] 6A73_boundary_with_normality_p1 || [7] 6D50_essential_features_p1 || [8] 6A8Z_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-18,Hybrid,18,depression,normal,"Label: normal
Evidence: [5] (Dysthymic disorder — Boundary with Normality) says: ""Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pervasive irritability.""
Justification: The post does not indicate any depressive symptoms or mood instability. It describes a positive experience of laughing and smiling, which is not indicative of a mental health disorder. The text does not mention any depressive or manic symptoms, and the context suggests a positive emotional state.",[1] 6A62_essential_features_p1 || [2] 6A62_boundary_with_normality_p1 || [3] 6A8Z_boundary_with_normality_p1 || [4] 6C73_boundary_with_normality_p1 || [5] 6A72_boundary_with_normality_p1 || [6] 6A72_essential_features_p1 || [7] 6B01_essential_features_p1 || [8] 6B01_boundary_with_normality_p1 || [9] 6A8Z_essential_features_p1 || [10] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-19,Hybrid,19,depression,suicidal,"Label: suicidal  
Evidence: [1] (Dysthymic disorder — Essential Features): since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). • The symptoms result in significant distress about experiencing persistent depressive symptoms or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.  
Justification: The post expresses a suicidal ideation and a belief that a guaranteed solution is not available, which is consistent with the criteria for suicidal behavior. The text reflects a persistent distress about experiencing persistent depressive symptoms and a significant impairment in personal, family, social, educational, occupational or other important areas of functioning, which aligns with the essential features of dysthymic disorder.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A73_essential_features_p1 || [4] 6A73_boundary_with_normality_p1 || [5] 6D50_essential_features_p1 || [6] 6C21_essential_features_p1 || [7] 6B23_essential_features_p1 || [8] 6C21_boundary_with_normality_p1 || [9] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-20,Hybrid,20,normal,normal,"Label: normal
Evidence: [2] says: ""Panic attacks are common in the general population, particularly in response to anxiety- provoking life events. Panic attacks in response to real threats to an individual’s physical or psychological integrity are considered part of the normative continuum of reactions, and a diagnosis is not warranted in such cases.""
Justification: The post mentions ""I Survive"" which may be a reference to a personal experience, but there is no mention of anxiety, panic attacks, or any other mental health-related content that would meet the criteria for a diagnosis of generalized anxiety disorder, panic disorder, or specific phobia. The text does not indicate any symptoms or distress related to mental health conditions.",[1] 6B00_boundary_with_normality_p1 || [2] 6B01_boundary_with_normality_p1 || [3] 6B03_boundary_with_normality_p1 || [4] 6C70_boundary_with_normality_p1 || [5] 6C70_essential_features_p1 || [6] 6B81_boundary_with_normality_p1 || [7] 6B03_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-21,Hybrid,21,normal,normal,"Label: normal
Evidence: [3] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.)""
Justification: The post describes a person who has been lying in bed for seven hours and is unable to sleep, but does not mention any specific symptoms or a persistent depressed mood. The evidence from ICD-11 indicates that a diagnosis of a mood disorder requires at least five symptoms occurring for most of the day, nearly every day, during a period lasting at least two weeks. Since the post does not meet this criterion, the label is ""normal"".",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B23_essential_features_p1 || [5] 6C4G.71_essential_features_p1 || [6] 6C4G.70_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-22,Hybrid,22,normal,normal,"Label: normal
Evidence: [3] Mood disorder, unspecified — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post contains suicidal ideation (""I want to make a fa.. but I'm afraid I won't take care of it"") which is consistent with the diagnostic criteria for mood disorder, unspecified, as it includes suicidal ideation. The text does not indicate a specific plan or attempt, but the presence of suicidal ideation is sufficient for the diagnosis of mood disorder, unspecified.",[1] 6D50_essential_features_p1 || [2] 6B24_essential_features_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B01_essential_features_p1 || [5] 6D72_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-23,Hybrid,23,normal,normal,"Label: normal
Evidence: [3] (Other specified disorder of bodily distress or bodily experience — Essential Features) says: ""The presentation is characterized by disturbances in the person’s experience of their body that share primary clinical features with other disorders of bodily distress or bodily experience (e.g. distressing bodily symptoms to which excessive attention is directed, or intense feelings of inappropriateness concerning one’s body configuration or functioning).""
Justification: The post describes a physical injury (sprained leg with pus and stomach pain) but does not indicate any persistent or distressing bodily symptoms that meet the diagnostic criteria for a disorder of bodily distress or bodily experience. The symptoms are described as temporary and localized, and there is no mention of excessive attention to the symptoms or significant impairment in functioning. Therefore, the evidence does not support a diagnosis of a disorder of bodily distress or bodily experience.",[1] 6A73_essential_features_p1 || [2] 6A73_boundary_with_normality_p1 || [3] 6C2Y_essential_features_p1 || [4] 6C20.Z_boundary_with_normality_p1 || [5] 6C20_essential_features_p1 || [6] 6B4Z_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-24,Hybrid,24,normal,normal,"Label: normal
Evidence: [2] says: ""Mild difficulties remembering autobiographical events are common, especially as a result of normal ageing. Forgetting early childhood events is also developmentally typical. However, in contrast to dissociative amnesia, normal forgetting: does not typically involve sustained and extensive forgetting of substantial life episodes or significant personal facts; does not have its onset following stressful or traumatic events; does not result in significant impairment in functioning.""
Justification: The post does not indicate any symptoms of depression, generalized anxiety disorder, delirium, premenstrual dysphoric disorder, or catatonia. The statement is a simple interaction between two individuals and does not reflect any mental health symptoms. The content is neutral and does not suggest any impairment or distress.",[1] 6B00_boundary_with_normality_p1 || [2] 6B61.Z_boundary_with_normality_p1 || [3] 6D70_boundary_with_normality_p1 || [4] GA34.41_boundary_with_normality_p1 || [5] 6A4Z_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-25,Hybrid,25,normal,normal,"Label: normal
Evidence: <ICD-11 chunk [8] says: ""clearly atypical or excessive for the individual’s age and sociocultural context are an essential component. These may include: • lack of adaptability to new experiences and circumstances, with associated distress, that can be evoked by trivial changes to a familiar environment or in response to unanticipated events; • inflexible adherence to particular routines – for example, these may be geographical, such as following familiar routes, or may require precise timing such as mealtimes or transport; • excessive adherence to rules (e.g. when playing games); • excessive and persistent ritualized patterns of behaviour (e.g. preoccupation with lining up or sorting objects in a particular way) that serve no apparent external purpose; • repetitive and stereotyped motor movements such as whole-body movements (e.g. rocking), atypical gait (e.g. walking on tiptoes), unusual hand or finger movements and posturing (these behaviours are particularly common during early childhood); • persistent preoccupation with one or more special interests, parts of objects or specific types of stimuli (including media), or an unusually strong attachment to particular objects (excluding typical comforters); • lifelong excessive and persistent hypersensitivity or hyposensitivity to sensory stimuli or unusual interest in a sensory stimulus, which may include actual or anticipated sounds, light, textures (especially clothing and food), odours and tastes, heat, cold or pain. • The onset of the disorder occurs during""> 
Justification: The post expresses a desire for a comeback and mentions a teaser/spoiler that is more than a month old. The language is positive and does not indicate any mental health disorder. The content is consistent with normal social behavior and does not meet the criteria for any of the listed mental health conditions.",[1] 6C01_essential_features_p1 || [2] 6B06_boundary_with_normality_p1 || [3] 6B04_boundary_with_normality_p1 || [4] 6B06_essential_features_p1 || [5] 6A02_boundary_with_normality_p1 || [6] 6B02_boundary_with_normality_p1 || [7] 6B04_essential_features_p1 || [8] 6A02_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-26,Hybrid,26,normal,normal,"Label: normal
Evidence: [3] says: ""The age of acquisition of academic skills varies, and later acquisition of a particular academic skill compared to same-age peers does not necessarily indicate the presence of a disorder.""
Justification: The post mentions ""basic math getting their discord = wanting the D,"" which suggests a struggle with mathematical concepts. This is not indicative of a neurodevelopmental disorder, as the statement does not mention persistent language or learning difficulties, and the context is unclear. The evidence from ICD-11 indicates that difficulties in academic skills are not necessarily indicative of a disorder unless there is persistent impairment.",[1] 6A03_essential_features_p1 || [2] 6A01.2_essential_features_p1 || [3] 6A03.Z_boundary_with_normality_p1 || [4] 6A00_essential_features_p1 || [5] 6A01.23_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-27,Hybrid,27,normal,normal,"Label: normal
Evidence: [2] says: ""Transient alterations in sensory or cognitive functions that can accompany intense engagement in work or sports, or intense emotional states and transient difficulties in coordinating movements (e.g. during situations of intense anxiety) are relatively common, 370 Clinical Descriptions and Diagnostic Requirements for ICD-11 Mental, Behavioural or Neurodevelopmental Disorders and do not result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. Such transient experiences should not be considered as symptomatic of dissociative neurological symptom disorder.""
Justification: The post mentions a desire to play the Reindeer Game, which is a game, and does not indicate any symptoms or conditions that would meet the diagnostic criteria for suicidal, depression, or other mental health disorders. The statement is neutral and does not reflect any significant impairment or distress.",[1] 6D51_boundary_with_normality_p1 || [2] 6B60.Z_boundary_with_normality_p1 || [3] 6E21_boundary_with_normality_p1 || [4] 6A8Z_boundary_with_normality_p1 || [5] 6C51.Z_boundary_with_normality_p1 || [6] 6D51_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-28,Hybrid,28,normal,normal,"Label: normal
Evidence: [2] says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post mentions the user ""just booted into window to upload something since internet is even worse under ubuntu,"" which suggests a temporary issue but does not indicate any significant depressive symptoms or impairment. The statement reflects a normal reaction to a technical problem, aligning with the boundary with normality described in ICD-11 chunk [2].",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6C4G.72_essential_features_p1 || [4] 6C4G.Y_essential_features_p1 || [5] 6C4G.3_essential_features_p1 || [6] 6B00_boundary_with_normality_p1 || [7] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-29,Hybrid,29,normal,normal,"Label: normal
Evidence: [2] says: ""A history of grossly insufficient care of a child is required for diagnosis, which may include: ...""
Justification: The post ""the world needs more polite people like us"" does not contain any clinical indicators related to mental health disorders. The statement is neutral and does not reflect any symptoms or conditions mentioned in the ICD-11 chunks.",[1] 6D10.0_essential_features_p1 || [2] 6B45_boundary_with_normality_p1 || [3] 6D10.1_essential_features_p1 || [4] 6D11.5_essential_features_p1 || [5] GA34.41_boundary_with_normality_p1 || [6] 6B45_essential_features_p1,,,,
